borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,apartment_number,zip_code,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1233,R4,"25 BROAD STREET, T017",T017,10004.0,1900.0,2,R4,1462500,2022-06-23
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1241,R4,"25 BROAD STREET, K018",K018,10004.0,1900.0,2,R4,1365000,2022-04-25
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1258,R4,"25 BROAD STREET, N019",N019,10004.0,1900.0,2,R4,1015000,2022-11-08
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1266,R4,"25 BROAD STREET, E020",E020,10004.0,1900.0,2,R4,1550000,2022-05-02
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1267,R4,"25 BROAD STREET, F020",F020,10004.0,1900.0,2,R4,1695000,2022-04-08
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1279,R4,"25 BROAD STREET, A021",A021,10004.0,1900.0,2,R4,1260000,2022-12-20
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1280,R4,"25 BROAD STREET, D021",D021,10004.0,1900.0,2,R4,1385000,2022-12-08
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1294,R4,"25 BROAD STREET, APH1",APH1,10004.0,1900.0,2,R4,10,2022-06-22
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1303,R4,"25 BROAD STREET, NPH1",NPH1,10004.0,1900.0,2,R4,1015000,2022-07-11
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1310,R4,"25 BROAD STREET, BPH2",BPH2,10004.0,1900.0,2,R4,0,2023-02-08
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1310,R4,"25 BROAD STREET, BPH2",BPH2,10004.0,1900.0,2,R4,1750000,2022-05-18
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1405,R4,"15 WILLIAM STREET, D4",D4,10005.0,2005.0,2,R4,1675000,2022-06-29
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1410,R4,"15 WILLIAM ST, D9",D9,10005.0,2005.0,2,R4,0,2023-01-09
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1418,R4,"15 WILLIAM STREET, 7G",7G,10005.0,2005.0,2,R4,945000,2022-04-26
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1427,R4,"15 WILLIAM STREET, 8H",8H,10005.0,2005.0,2,R4,1463800,2023-02-13
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1429,R4,"15 WILLIAM STREET, 9B",9B,10005.0,2005.0,2,R4,999000,2022-07-07
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1431,R4,"15 WILLIAM STREET, 9D",9D,10005.0,2005.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1447,R4,"15 WILLIAM STREET, 11D",11D,10005.0,2005.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1448,R4,"15 WILLIAM STREET, 11E",11E,10005.0,2005.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1458,R4,"15 WILLIAM STREET, 12G",12G,10005.0,2005.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1461,R4,"15 WILLIAM STREET, 14B",14B,10005.0,2005.0,2,R4,1028000,2022-05-19
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1477,R4,"15 WILLIAM STREET, 16B",16B,10005.0,2005.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1490,R4,"15 WILLIAM STREET, 17G",17G,10005.0,2005.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1494,R4,"15 WILLIAM STREET, 18C",18C,10005.0,2005.0,2,R4,950000,2022-03-18
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1510,R4,"15 WILLIAM STREET, 20C",20C,10005.0,2005.0,2,R4,999999,2022-07-06
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1534,R4,"15 WILLIAM STREET, 23C",23C,10005.0,2005.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1537,R4,"15 WILLIAM STREET, 23F",23F,10005.0,2005.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1546,R4,"15 WILLIAM STREET, 24G",24G,10005.0,2005.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1547,R4,"15 WILLIAM STREET, 24H",24H,10005.0,2005.0,2,R4,1424600,2022-05-09
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1549,R4,"15 WILLIAM STREET, 25B",25B,10005.0,2005.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1578,R4,"15 WILLIAM STREET, 28G",28G,10005.0,2005.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1653,R4,"15 WILLIAM STREET, 38B",38B,10005.0,2005.0,2,R4,10,2022-06-16
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1653,R4,"15 WILLIAM STREET, 38B",38B,10005.0,2005.0,2,R4,10,2022-11-07
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1654,R4,"15 WILLIAM STREET, 38C",38C,10005.0,2005.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1678,R4,"15 WILLIAM STREET, 41C",41C,10005.0,2005.0,2,R4,1225000,2022-09-30
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1085,R4,"15 BROAD STREET, 1602",1602,10005.0,1914.0,2,R4,0,2022-06-10
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1121,R4,"15 BROAD STREET, 1810",1810,10005.0,1914.0,2,R4,2985000,2022-09-15
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1124,R4,"15 BROAD STREET, 1816",1816,10005.0,1914.0,2,R4,1696320,2022-06-14
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1135,R4,"15 BROAD STREET, 1908",1908,10005.0,1914.0,2,R4,800000,2022-09-29
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1138,R4,"15 BROAD STREET, 1914",1914,10005.0,1914.0,2,R4,1370000,2023-02-08
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1176,R4,"15 BROAD ST, 2200",2200,10005.0,1914.0,2,R4,2600000,2022-06-23
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1180,R4,"15 BROAD STREET, 2208",2208,10005.0,1914.0,2,R4,800000,2022-07-18
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1210,R4,"15 BROAD STREET, 2406",2406,10005.0,1914.0,2,R4,1250000,2023-02-09
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1212,R4,"15 BROAD STREET, 2412",2412,10005.0,1914.0,2,R4,1825000,2022-05-25
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1243,R4,"15 BROAD STREET, 2620",2620,10005.0,1914.0,2,R4,2250000,2023-02-16
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1256,R4,"15 BROAD STREET, 2720",2720,10005.0,1914.0,2,R4,1985000,2022-03-07
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1257,R4,"15 BROAD ST, 2722",2722,10005.0,1914.0,2,R4,0,2023-01-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1267,R4,"15 BROAD STREET, 2812",2812,10005.0,1914.0,2,R4,1450000,2022-03-16
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1268,R4,"15 BROAD STREET, 2814",2814,10005.0,1914.0,2,R4,1675000,2022-05-19
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1271,R4,"15 BROAD STREET, 2824",2824,10005.0,1914.0,2,R4,1150000,2022-10-04
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1294,R4,"15 BROAD, 3110",3110,10005.0,1914.0,2,R4,0,2023-01-12
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1297,R4,"15 BROAD STREET, 3122",3122,10005.0,1914.0,2,R4,1460000,2022-12-15
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1324,R4,"15 BROAD STREET, 3500",3500,10005.0,1914.0,2,R4,2400000,2022-08-01
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1326,R4,"15 BROAD STREET, 3510",3510,10005.0,1914.0,2,R4,2150000,2022-11-21
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1329,R4,"15 BROAD STREET, 3522",3522,10005.0,1914.0,2,R4,1450000,2022-03-03
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1338,R4,"15 BROAD STREET, 3800",3800,10005.0,1914.0,2,R4,2190000,2022-08-19
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,26,1382,R4,"15 BROAD STREET, 926",926,10005.0,1914.0,2,R4,1220000,2022-09-16
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,27,1010,R4,"55 WALL STREET, 540",540,10005.0,,2,R4,796000,2022-09-19
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,27,1013,R4,"55 WALL STREET, 546",546,10005.0,,2,R4,695000,2022-05-26
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,27,1038,R4,"55 WALL STREET, 628",628,10005.0,,2,R4,730000,2022-03-01
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,27,1047,R4,"55 WALL STREET, 704",704,10005.0,,2,R4,700000,2022-03-11
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,27,1048,R4,"55 WALL STREET, 705",705,10005.0,,2,R4,620000,2022-04-21
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,27,1050,R4,"55 WALL STREET, 708",708,10005.0,,2,R4,540000,2022-05-23
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,27,1091,R4,"55 WALL STREET, 834",834,10005.0,,2,R4,687500,2022-07-13
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,27,1097,R4,"55 WALL STREET, 904",904,10005.0,,2,R4,1200000,2022-03-30
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,27,1102,R4,"55 WALL STREET, 940",940,10005.0,,2,R4,0,2022-11-16
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,27,1104,R4,"55 WALL STREET, 944",944,10005.0,,2,R4,1100000,2022-04-26
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,28,1017,R4,"82 BEAVER STREET, 306",306,10005.0,1987.0,2,R4,430000,2023-01-27
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,28,1047,R4,"82 BEAVER STREET, 609",609,10005.0,1987.0,2,R4,950000,2023-02-10
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,28,1075,R4,"82 BEAVER STREET, 1001",1001,10005.0,1987.0,2,R4,999000,2022-08-05
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,28,1092,R4,"82 BEAVER STREET, 1109",1109,10005.0,1987.0,2,R4,0,2022-03-01
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,28,1104,R4,"82 BEAVER STREET, 1303",1303,10005.0,1987.0,2,R4,530000,2022-08-30
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,28,1107,R4,"1 WALL STREET COURT, 1306",1306,10005.0,1987.0,2,R4,517400,2022-11-08
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,28,1110,R4,"82 BEAVER STREET, 1309",1309,10005.0,1987.0,2,R4,0,2022-09-15
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,29,1220,R4,"21 SOUTH WILLIAM STREET, 5D",5D,10004.0,,2,R4,875000,2022-07-22
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,29,1223,R4,"21 SOUTH WILLIAM STREET, 6B",6B,10004.0,,2,R4,710000,2023-01-17
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1010,R4,"75 WALL STREET, 18O",18O,10005.0,1987.0,2,R4,0,2022-09-27
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1016,R4,"75 WALL ST, 19H",19H,10005.0,1987.0,2,R4,645000,2022-08-23
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1039,R4,"75 WALL STREET, 20P",20P,10005.0,1987.0,2,R4,1095000,2022-03-03
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1073,R4,"75 WALL STREET, 22O",22O,10005.0,1987.0,2,R4,1500000,2022-03-17
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1092,R4,"75 WALL STREET, 23P",23P,10005.0,1987.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1105,R4,"75 WALL STREET, 24K",24K,10005.0,1987.0,2,R4,990000,2022-08-22
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1116,R4,"75 WALL STREET, 25D",25D,10005.0,1987.0,2,R4,750000,2022-06-02
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1117,R4,"75 WALL STREET, 25E",25E,10005.0,1987.0,2,R4,740000,2022-04-25
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1132,R4,"75 WALL STREET, 26B",26B,10005.0,1987.0,2,R4,1070800,2022-04-26
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1134,R4,"75 WALL STREET, 26D",26D,10005.0,1987.0,2,R4,0,2022-03-07
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1141,R4,"75 WALL STREET, 26K",26K,10005.0,1987.0,2,R4,950000,2022-03-14
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1150,R4,"75 WALL STREET, 27B",27B,10005.0,1987.0,2,R4,865000,2022-06-02
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1155,R4,"75 WALL STREET, 27G",27G,10005.0,1987.0,2,R4,950639,2022-11-21
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1159,R4,"75 WALL STREET, 27K",27K,10005.0,1987.0,2,R4,970000,2022-04-27
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1167,R4,"75 WALL STREET, 28A",28A,10005.0,1987.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1178,R4,"75 WALL STREET, 28L",28L,10005.0,1987.0,2,R4,625000,2022-11-21
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1204,R4,"75 WALL STREET, 30B",30B,10005.0,1987.0,2,R4,910000,2022-07-22
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1210,R4,"75 WALL STREET, 30H",30H,10005.0,1987.0,2,R4,650000,2023-01-17
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1221,R4,"75 WALL STREET, 31A",31A,10005.0,1987.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1229,R4,"75 WALL STREET, 31I",31I,10005.0,1987.0,2,R4,650000,2022-06-10
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1234,R4,"75 WALL STREET, 31N",31N,10005.0,1987.0,2,R4,953000,2022-09-27
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1239,R4,"75 WALL STREET, 32A",32A,10005.0,1987.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1247,R4,"75 WALL STREET, 32I",32I,10005.0,1987.0,2,R4,622000,2022-03-03
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1260,R4,"75 WALL STREET, 33D",33D,10005.0,1987.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1261,R4,"75 WALL STREET, 33E",33E,10005.0,1987.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1265,R4,"75 WALL STREET, 33I",33I,10005.0,1987.0,2,R4,650000,2022-05-11
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1266,R4,"75 WALL STREET, 33J",33J,10005.0,1987.0,2,R4,642888,2022-04-27
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1275,R4,"75 WALL STREET, 34A",34A,10005.0,1987.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1278,R4,"75 WALL STREET, 34D",34D,10005.0,1987.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1284,R4,"75 WALL STREET, 34L",34L,10005.0,1987.0,2,R4,616041,2022-03-11
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1288,R4,"75 WALL STREET, 34R",34R,10005.0,1987.0,2,R4,3309196,2022-10-31
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1290,R4,"75 WALL STREET, 35B",35B,10005.0,1987.0,2,R4,1200000,2022-10-26
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1299,R4,"75 WALL STREET, 35O",35O,10005.0,1987.0,2,R4,2749000,2022-08-25
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1300,R4,"75 WALL STREET, 35P",35P,10005.0,1987.0,2,R4,1101000,2022-09-30
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1305,R4,"75 WALL STREET, 36F",36F,10005.0,1987.0,2,R4,2186600,2022-11-01
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1309,R4,"75 WALL STREET, 36K",36K,10005.0,1987.0,2,R4,999000,2022-09-30
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1328,R4,"75 WALL STREET, 38D",38D,10005.0,1987.0,2,R4,1600000,2022-11-02
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,31,1343,R4,"75 WALL STREET, PHL6",PHL6,10005.0,1987.0,2,R4,2081500,2022-04-13
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,33,1024,R4,"101 WALL STREET, 9C",9C,10005.0,1931.0,2,R4,0,2023-02-16
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,39,1035,R4,"130 WATER STREET, 4H",4H,10005.0,1956.0,2,R4,541000,2022-07-15
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,39,1039,R4,"130 WATER STREET, 4D",4D,10005.0,1956.0,2,R4,0,2022-06-28
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,39,1045,R4,"164 PEARL STREET, 5K",5K,10005.0,1956.0,2,R4,0,2022-04-12
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,39,1045,R4,"164 PEARL STREET, 5K",5K,10005.0,1956.0,2,R4,660000,2022-09-28
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,41,1007,R4,"50 PINE STREET, 4N",4N,10005.0,,2,R4,1400000,2022-08-04
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,41,1010,R4,"50 PINE STREET, 6S",6S,10005.0,,2,R4,940000,2022-08-01
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,41,1011,R4,"50 PINE STREET, 6N",6N,10005.0,,2,R4,1495000,2022-08-23
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,41,1017,R4,"50 PINE STREET, 9N",9N,10005.0,,2,R4,1625000,2022-10-13
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,41,1233,R4,"56 PINE STREET, 7F",7F,10005.0,,2,R4,545000,2022-08-04
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,41,1291,R4,"56 PINE STREET, PH-A",PH-A,10005.0,,2,R4,625000,2022-04-14
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1042,R4,"20 PINE STREET, 610",610,10005.0,1928.0,2,R4,0,2022-11-23
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1060,R4,"20 PINE STREET, 709",709,10005.0,1928.0,2,R4,0,2022-10-04
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1091,R4,"18 PINE STREET, 902",902,10005.0,1928.0,2,R4,0,2023-02-23
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1091,R4,"18 PINE STREET, 902",902,10005.0,1928.0,2,R4,1450000,2022-08-10
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1101,R4,"20 PINE STREET, 912",912,10005.0,1928.0,2,R4,790000,2022-08-29
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1103,R4,"20 PINE ST, 914",914,10005.0,1928.0,2,R4,1400000,2022-04-28
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1116,R4,"20 PINE STREET, 1008",1008,10005.0,1928.0,2,R4,0,2022-06-30
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1120,R4,"20 PINE STREET, 1012",1012,10005.0,1928.0,2,R4,832000,2022-04-07
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1152,R4,"20 PINE STREET, 1206",1206,10005.0,1928.0,2,R4,997500,2022-06-16
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1175,R4,"20 PINE STREET, 1410",1410,10005.0,1928.0,2,R4,0,2022-05-16
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1190,R4,"20 PINE STREET, 1506",1506,10005.0,1928.0,2,R4,0,2022-06-02
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1191,R4,"20 PINE STREET, 1507",1507,10005.0,1928.0,2,R4,755000,2022-05-03
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1205,R4,"20 PINE STREET, 1602",1602,10005.0,1928.0,2,R4,0,2022-04-08
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1209,R4,"18 PINE STREET, 1606",1606,10005.0,1928.0,2,R4,980000,2022-08-18
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1213,R4,"20 PINE STREET, 1610",1610,10005.0,1928.0,2,R4,950000,2022-03-28
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1215,R4,"20 PINE STREET, 1612",1612,10005.0,1928.0,2,R4,850000,2022-10-13
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1232,R4,"20 PINE STREET, 1710",1710,10005.0,1928.0,2,R4,815000,2022-10-17
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1235,R4,"20 PINE STREET, 1713",1713,10005.0,1928.0,2,R4,1685000,2022-09-16
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1269,R4,"20 PINE STREET, 1909",1909,10005.0,1928.0,2,R4,0,2022-12-20
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1275,R4,"20 PINE, 1915",1915,10005.0,1928.0,2,R4,0,2022-08-19
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1295,R4,"20 PINE STREET, 2106",2106,10005.0,1928.0,2,R4,2515000,2022-06-14
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1321,R4,"20 PINE STREET, 2302",2302,10005.0,1928.0,2,R4,1995000,2022-12-09
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1346,R4,"18 PINE STREET, 2412",2412,10005.0,1928.0,2,R4,0,2022-09-08
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,44,1348,R4,"20 PINE STREET, 2414",2414,10005.0,1928.0,2,R4,999000,2022-08-11
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,52,1103,R4,"114 LIBERTY STREET, 2A",2A,10006.0,1913.0,2,R4,2800000,2022-06-03
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,53,1024,R4,"120 GREENWICH STREET, 4C",4C,10006.0,1903.0,2,R4,850000,2022-05-11
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,53,1028,R4,"120 GREENWICH STREET, 4G",4G,10006.0,1903.0,2,R4,695000,2022-06-03
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,53,1036,R4,"120 GREENWICH STREET, 5F",5F,10006.0,1903.0,2,R4,775000,2022-12-22
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,53,1041,R4,"120 GREENWICH STREET, 6B",6B,10006.0,1903.0,2,R4,680000,2022-06-23
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,53,1087,R4,"120 GREENWICH STREET, 11C",11C,10006.0,1903.0,2,R4,860000,2022-09-29
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,53,1204,R4,"123 WASHINGTON STREET, 33A",33A,10006.0,2007.0,2,R4,1380000,2023-02-01
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,53,1222,R4,"123 WASHINGTON ST, 35F",35F,10006.0,2007.0,2,R4,1100000,2022-08-29
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,53,1255,R4,"123 WASHINGTON STREET, 40D",40D,10006.0,2007.0,2,R4,960000,2022-11-10
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,53,1262,R4,"123 WASHINGTON STREET, 41D",41D,10006.0,2007.0,2,R4,998000,2022-03-24
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,53,1267,R4,"123 WASHINGTON STREET, 42A",42A,10006.0,2007.0,2,R4,1200000,2022-05-19
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,53,1292,R4,"123 WASHINGTON STREET, 45F",45F,10006.0,2007.0,2,R4,975000,2022-07-06
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,53,1294,R4,"123 WASHINGTON STREET, 45H",45H,10006.0,2007.0,2,R4,840000,2022-07-22
